user_000384	2007-01-08T17:22:35Z	4883523d-fc0e-4d0d-802c-91379e767083	The Hold Steady	da3db63e-aeef-4ca0-9b4c-598f98e968c8	Cattle And The Creeping Things
user_000384	2007-01-08T17:41:00Z	b6b2bb8d-54a9-491f-9607-7b546023b433	Pixies	5aedf1a4-3c85-4a87-8033-54343c540610	Velouria
user_000384	2006-03-22T14:48:38Z	a96d82a0-cdca-40bf-b4c8-3d7ec178d85b	The Stranglers	bb58a99c-46ce-4139-a2a8-eb4a4b097b95	No More Heroes
user_000400	2008-11-05T23:57:29Z	125948ec-7f91-4d1a-8b83-accbf50fae3d	3Oh!3	b4b2cf13-ee9f-42d1-b8d2-cd7b30c01d2c	Don'T Trust Me
user_000400	2006-10-11T03:33:17Z	6a0439a1-4520-443b-9bf1-02acdf692d6e	Danity Kane	2cb2f1ac-9989-4202-a2db-97bef5b5edc4	Show Stopper (Remix)
user_000427	2008-05-21T01:42:51Z	6892b2b1-bf58-487a-a108-a84d12016219	Sunz Of Man	26db19a2-e5b8-4b9c-a0b6-4f19182ea591	Champagne Room
user_000427	2008-05-08T16:05:17Z	6892b2b1-bf58-487a-a108-a84d12016219	Sunz Of Man	26db19a2-e5b8-4b9c-a0b6-4f19182ea591	Champagne Room
user_000427	2006-02-18T17:27:42Z	93dda03d-c1d3-42c2-80b0-fa71bc20262b	Capleton	e129ed32-1b80-49b1-994b-641fe3fe1b3a	Behold (Feat. Morgan Heritage)
user_000427	2006-02-18T17:41:56Z	85fcc6c7-4b54-40dd-bd0e-0df68309acea	Mikey Dread	aad05805-199b-40b4-953d-661d463b6f9e	Enjoy Yourself
user_000445	2009-03-28T11:34:42Z	0e3f31c7-294e-45ce-b1b0-51ad47745212	Sonic Roots	aad05815-199b-40b4-953d-661d463b6f9g	Shadow In Your Heart
user_000445	2008-03-09T14:14:45Z	4cc51547-88ae-49a2-bf7e-0ef65ee7a94c	Him	744d2931-ff74-4a6d-9e6b-22c5c6ba86d1	The Funeral Of Hearts
user_000445	2007-08-08T21:58:26Z	12d432a3-feb0-49b1-a107-d20751880764	Yann Tiersen	aad05825-199b-40b4-953d-661d463b6f9e	Si Tu N'Etais Pas La
user_000482	2008-09-06T11:46:47Z	cec59910-2d12-46ec-8e39-85ca06acb0ed	Zемфира	3a1501ea-7a3c-4930-9131-ac23ed74d14f	Дом
user_000482	2008-06-30T16:32:39Z	f47fc54d-b334-4321-8218-00c5b11d4dd1	Gogol Bordello	3854c81a-6974-4056-b695-9e99af24512b	Your Country
user_000544	2009-01-29T03:04:03Z	8951c87f-f730-4247-b442-52ed14ad6a97	Laura Veirs	f3ed4535-dd60-460b-9915-5752927b5a6b	Ocean Night Song
user_000544	2007-02-24T17:01:53Z	e8414012-4a1c-4ad4-be5e-fc55294e28cc	Lauryn Hill	416d8d90-fbc3-4b76-989d-366b6405f8d2	Tell Him
user_000569	2008-01-12T08:02:22Z	b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d	The Beatles	291dbbcc-1c4b-408f-8055-b49d8333cd76	How Do You Do It
user_000691	2007-12-02T02:51:50Z	6b69ad23-4b6d-4d58-8818-ff00b4e1b024	12 Rods	f06a13b2-61f2-46fc-8c7a-7c3f6baa16e6	Lovewaves
user_000691	2007-11-07T13:07:42Z	ada7a83c-e3e1-40f1-93f9-3e73dbc9298a	Arctic Monkeys	92baf98f-c13e-473e-866e-8caecf7a95a0	Cigarette Smoker Fiona
user_000701	2007-05-22T19:35:41Z	ada7a83c-e3e1-40f1-93f9-3e73dbc9298a	Arctic Monkeys	92baf98f-c13e-473e-866e-8caecf7a95a0	Cigarette Smoker Fiona
user_000701	2007-05-22T19:38:41Z	f467181e-d5e0-4285-b47e-e853dcc89ee7	Ratatat	30097574-d765-4c22-9344-5332ebb47eb5	Kennedy
user_000701	2007-05-22T19:42:41Z	e21857d5-3256-4547-afb3-4b6ded592596	Gorillaz	a5644f2a-b021-4c7a-85aa-1a1696333475	Every Planet We Reach Is Dead
user_000702	2008-08-30T06:51:16Z	a50a1afa-23eb-4ba6-9faf-5dec260898ca	Barry Adamson	e48ac9ad-6252-4fff-9864-2d69e18fa778	Spend A Little Time
user_000702	2008-07-24T19:29:54Z	699e687d-9e77-4fd0-9b7a-54d2aaadf05b	Jody Watley	d82afbef-f93f-44a3-98a4-767688eae6b2	Most Of All
user_000702	2007-03-18T09:46:06Z	2a85ecff-41e9-4be1-aca6-c87054a4c334	Buena Vista Social Club	b1b0551b-f257-4467-b5bf-efa28be35d52	La Bayamesa
user_000709	2007-02-18T19:57:18Z	4236d929-9a81-4c8e-97c3-8d3306780f50	Scissor Sisters	efaa568d-5262-4ba7-8c8d-575356a89c6a	It Can'T Come Quickly Enough
user_000709	2005-08-19T12:22:56Z	bdbd48f5-abf3-4a4f-9a21-4551dbc3fde9	Heart	1859df00-7561-4626-9202-32ab3cb3b3fe	All I Wanna Do Is Make Love To You
user_000709	2005-05-13T13:02:49Z	6a9b6b8e-7084-45a7-b175-3bcc0143966b	Rockapella	e88ac852-c32d-4bcc-898c-f269f04d9840	I Am Your Man
user_000729	2007-12-06T01:44:11Z	d700b3f5-45af-4d02-95ed-57d301bda93e	Mogwai	5f7880b8-50d7-4b45-b671-0e678c2ab085	Ratts Of The Capital
user_000729	2007-10-20T21:15:12Z	7e13cd1c-0300-4d03-bd8e-5f86dd99d74f	At The Drive-In	984eaac3-c1e5-465c-af15-e01f454efa54	Arcarsenal
user_000889	2007-02-24T19:15:55Z	4bb4e4e4-5f66-4509-98af-62dbb90c45c5	Disturbed	9d105e18-956c-4b1d-ab08-04adba22f1d2	Sons Of Plunder
